center,left,right,steering,throttle,brake,speed
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_015.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_015.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_015.jpg,-0.25,0.0,0.0,4.37651
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_102.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_102.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_102.jpg,-0.45,0.0,0.0,4.321757
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_179.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_179.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_179.jpg,-0.6500001,0.0,0.0,4.258192
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_267.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_267.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_267.jpg,-0.5006825,0.0,0.0,4.228562999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_353.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_353.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_353.jpg,-0.24264960000000002,0.0,0.0,4.1971300000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_429.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_429.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_429.jpg,-0.01139937,0.0,0.0,4.155952
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_508.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_508.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_508.jpg,0.0,0.0,0.0,4.122309
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_589.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_589.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_589.jpg,0.0,0.0,0.0,4.089345
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_666.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_666.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_666.jpg,0.0,0.0,0.0,4.056479
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_742.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_742.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_742.jpg,0.0,0.0,0.0,4.023877
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_835.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_835.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_835.jpg,0.0,0.0,0.0,3.983492
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_926.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_926.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_926.jpg,0.0,0.0,0.0,3.951476
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_13_997.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_13_997.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_13_997.jpg,0.0,0.0,0.0,3.919718
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_075.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_075.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_075.jpg,0.0,0.0,0.0,3.888214
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_156.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_156.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_156.jpg,-0.2,0.0,0.0,3.8515050000000004
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_239.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_239.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_239.jpg,-0.4,0.0,0.0,3.8055790000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_318.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_318.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_318.jpg,-0.6000001,0.0,0.0,3.752007
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_407.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_407.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_407.jpg,-0.8000001,0.0,0.0,3.6895949999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_491.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_491.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_491.jpg,-0.7446501,0.0,0.0,3.654129
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_576.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_576.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_576.jpg,-0.49361170000000004,0.0,0.0,3.628073
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_685.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_685.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_685.jpg,-0.163681,0.0,0.0,3.5882870000000002
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_871.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_871.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_871.jpg,0.0,0.0,0.0,3.52041
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_14_937.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_14_937.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_14_937.jpg,0.0,0.0,0.0,3.492115
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_005.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_005.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_005.jpg,0.0,0.0,0.0,3.471044
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_119.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_119.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_119.jpg,0.0,0.0,0.0,3.4292809999999996
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_239.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_239.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_239.jpg,0.0,0.0,0.0,3.3880209999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_367.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_367.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_367.jpg,0.0,0.0,0.0,3.3472129999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_448.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_448.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_448.jpg,0.0,0.0,0.0,3.3203110000000002
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_548.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_548.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_548.jpg,0.0,0.0,0.0,3.2869879999999996
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_622.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_622.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_622.jpg,0.0,0.2203099,0.0,3.479135
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_697.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_697.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_697.jpg,0.0,0.45172740000000006,0.0,3.873709
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_780.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_780.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_780.jpg,0.0,0.20280710000000002,0.0,4.046033
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_863.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_863.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_863.jpg,0.0,0.0,0.0,4.020538
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_15_940.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_15_940.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_15_940.jpg,0.0,0.0,0.0,3.988228
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_022.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_022.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_022.jpg,0.0,0.0,0.0,3.956175
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_103.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_103.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_103.jpg,0.0,0.0,0.0,3.924379
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_191.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_191.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_191.jpg,0.0,0.0,0.0,3.892838
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_279.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_279.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_279.jpg,0.0,0.0,0.0,3.853768
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_387.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_387.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_387.jpg,0.0,0.0,0.0,3.81509
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_518.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_518.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_518.jpg,0.0,0.0,0.0,3.761593
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_612.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_612.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_612.jpg,0.0,0.0,0.0,3.731361
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_680.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_680.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_680.jpg,0.0,0.0,0.0,3.701371
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_755.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_755.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_755.jpg,0.0,0.0,0.0,3.6716230000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_827.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_827.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_827.jpg,0.0,0.0,0.0,3.649468
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_911.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_911.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_911.jpg,0.0,0.0,0.0,3.620137
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_16_990.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_16_990.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_16_990.jpg,0.0,0.0,0.0,3.591042
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_080.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_080.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_080.jpg,0.0,0.0,0.0,3.5550010000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_161.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_161.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_161.jpg,0.0,0.0,0.0,3.5264290000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_242.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_242.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_242.jpg,0.0,0.0,0.0,3.4980870000000004
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_323.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_323.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_323.jpg,0.0,0.0,0.0,3.4699730000000004
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_401.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_401.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_401.jpg,0.0,0.0,0.0,3.4420839999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_489.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_489.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_489.jpg,0.0,0.2580575,0.0,3.664479
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_567.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_567.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_567.jpg,0.0,0.02168614,0.0,3.667168
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_643.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_643.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_643.jpg,0.0,0.0,0.0,3.627886
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_732.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_732.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_732.jpg,0.0,0.26727470000000003,0.0,3.8537879999999998
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_815.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_815.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_815.jpg,0.0,0.02267565,0.0,3.846954
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_912.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_912.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_912.jpg,0.0,0.0,0.0,3.8168559999999996
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_17_988.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_17_988.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_17_988.jpg,0.0,0.0,0.0,3.7861800000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_068.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_068.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_068.jpg,-0.2,0.0,0.0,3.7504190000000004
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_166.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_166.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_166.jpg,-0.45,0.0,0.0,3.693411
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_234.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_234.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_234.jpg,-0.31591959999999997,0.0,0.0,3.66632
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_312.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_312.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_312.jpg,-0.07798142,0.0,0.0,3.64099
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_389.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_389.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_389.jpg,0.0,0.0,0.0,3.610218
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_465.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_465.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_465.jpg,0.0,0.0,0.0,3.5811800000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_546.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_546.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_546.jpg,0.0,0.0,0.0,3.552397
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_627.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_627.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_627.jpg,0.0,0.0,0.0,3.523846
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_719.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_719.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_719.jpg,0.0,0.0,0.0,3.488479
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_799.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_799.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_799.jpg,0.0,0.0,0.0,3.460443
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_881.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_881.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_881.jpg,0.0,0.0,0.0,3.43263
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_18_967.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_18_967.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_18_967.jpg,0.0,0.0,0.0,3.405042
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_040.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_040.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_040.jpg,0.0,0.0,0.0,3.377675
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_125.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_125.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_125.jpg,-0.2,0.0,0.0,3.3457190000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_203.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_203.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_203.jpg,-0.4,0.0,0.0,3.305978
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_285.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_285.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_285.jpg,-0.6000001,0.0,0.0,3.259646
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_368.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_368.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_368.jpg,-0.8000001,0.0,0.0,3.205439
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_454.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_454.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_454.jpg,-1.0,0.0,0.0,3.140361
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_531.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_531.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_531.jpg,-1.0,0.0,0.0,3.093759
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_616.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_616.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_616.jpg,-1.0,0.0,0.0,3.044395
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_698.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_698.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_698.jpg,-1.0,0.0,0.0,3.005693
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_777.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_777.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_777.jpg,-0.7595485,0.0,0.0,2.992106
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_865.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_865.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_865.jpg,-0.49842520000000007,0.0,0.0,2.976559
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_19_937.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_19_937.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_19_937.jpg,-0.28798,0.0,0.0,2.956016
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_20_021.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_20_021.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_20_021.jpg,-0.02839506,0.0,0.0,2.926931
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_20_103.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_20_103.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_20_103.jpg,0.0,0.0,0.0,2.903198
